Club,Squad size,Average age,Foreigners,Market value,Total market value,League,Season,Category
0.1523809523809524,0.11764705882352938,0.7922077922077926,0.34146341463414637,0.11331192005710207,0.24299065420560748,0.0,0.0,0
0.8142857142857144,0.11764705882352938,0.4545454545454546,0.3170731707317073,0.07119914346895075,0.0577240241891149,0.0,0.0,1
0.48571428571428577,0.22058823529411759,0.37662337662337686,0.41463414634146345,0.054425410421127765,0.04068169323804288,0.0,0.0,1
0.4142857142857143,0.1764705882352941,0.4675324675324677,0.36585365853658536,0.04853675945753034,0.9279824079164376,0.0,0.0,1
0.14761904761904762,0.19117647058823528,0.35064935064935066,0.36585365853658536,0.043897216274089934,0.8894997251236944,0.0,0.0,1
0.18571428571428572,0.22058823529411759,0.23376623376623362,0.34146341463414637,0.03997144896502498,0.8669598680593733,0.0,0.0,2
0.5,0.16176470588235292,0.5324675324675328,0.4878048780487805,0.04193433261955746,0.8295766904892798,0.0,0.0,1
0.9571428571428572,0.19117647058823528,0.5584415584415585,0.3170731707317073,0.03783012134189864,0.8092358438702584,0.0,0.0,2
0.9666666666666668,0.1764705882352941,0.7532467532467533,0.5365853658536586,0.034261241970021415,0.7394172622319957,0.0,0.0,2
0.014285714285714287,0.1764705882352941,0.4545454545454546,0.3902439024390244,0.02908636688079943,0.6608026388125344,0.0,0.0,2
0.1904761904761905,0.20588235294117646,0.6883116883116887,0.5121951219512195,0.026231263383297645,0.6305662451896646,0.0,0.0,2
0.4904761904761905,0.19117647058823528,0.506493506493507,0.3170731707317073,0.02444682369735903,0.5865860362836723,0.0,0.0,2
0.009523809523809525,0.24999999999999994,0.6233766233766236,0.3902439024390244,0.021056388294075662,0.5695437053326003,0.0,0.0,2
0.34285714285714286,0.1764705882352941,0.5844155844155843,0.3170731707317073,0.02230549607423269,0.5272127542605828,0.0,0.0,2
0.02380952380952381,0.16176470588235292,0.5584415584415585,0.21951219512195122,0.021770164168451105,0.5013743815283123,0.0,0.0,2
0.004761904761904762,0.22058823529411759,0.6363636363636367,0.36585365853658536,0.019093504639543183,0.4991753710830127,0.0,0.0,2
0.1142857142857143,0.19117647058823528,0.5974025974025978,0.36585365853658536,0.0,0.4436503573391974,0.0,0.0,2
0.580952380952381,0.16176470588235292,0.7662337662337664,0.2682926829268293,0.0,0.3309510720175921,0.0,0.0,2
0.1523809523809524,0.14705882352941174,0.6233766233766236,0.3902439024390244,0.10742326909350464,0.245739417262232,0.0,0.05000000000001137,0
0.8142857142857144,0.19117647058823528,0.4155844155844153,0.34146341463414637,0.08511777301927195,0.19846069268829028,0.0,0.05000000000001137,1
0.4142857142857143,0.14705882352941174,0.3896103896103895,0.34146341463414637,0.06334760885082084,0.03903243540406817,0.0,0.05000000000001137,1
0.48571428571428577,0.23529411764705882,0.4155844155844153,0.4634146341463415,0.050499643112062814,0.016492578339747113,0.0,0.05000000000001137,1
0.9571428571428572,0.1764705882352941,0.4675324675324677,0.2682926829268293,0.05406852248394004,0.9901044529961518,0.0,0.05000000000001137,1
0.18571428571428572,0.1764705882352941,0.2987012987012987,0.34146341463414637,0.04443254817987152,0.8752061572292469,0.0,0.05000000000001137,1
0.14761904761904762,0.11764705882352938,0.4415584415584419,0.34146341463414637,0.0472876516773733,0.8389224848818032,0.0,0.05000000000001137,1
