Total market value,Season,Foreigners,Club,Squad size,Category
0.2429906542056074,0.0,0.3414634146341463,0.1523809523809524,0.1176470588235293,0
0.0577240241891149,0.0,0.3170731707317073,0.8142857142857144,0.1176470588235293,1
0.0406816932380428,0.0,0.4146341463414634,0.4857142857142857,0.2205882352941175,1
0.9279824079164376,0.0,0.3658536585365853,0.4142857142857143,0.1764705882352941,1
0.8894997251236944,0.0,0.3658536585365853,0.1476190476190476,0.1911764705882352,1
0.8669598680593733,0.0,0.3414634146341463,0.1857142857142857,0.2205882352941175,2
0.8295766904892798,0.0,0.4878048780487805,0.5,0.1617647058823529,1
0.8092358438702584,0.0,0.3170731707317073,0.9571428571428572,0.1911764705882352,2
0.7394172622319957,0.0,0.5365853658536586,0.9666666666666668,0.1764705882352941,2
0.6608026388125344,0.0,0.3902439024390244,0.0142857142857142,0.1764705882352941,2
0.6305662451896646,0.0,0.5121951219512195,0.1904761904761905,0.2058823529411764,2
0.5865860362836723,0.0,0.3170731707317073,0.4904761904761905,0.1911764705882352,2
0.5695437053326003,0.0,0.3902439024390244,0.0095238095238095,0.2499999999999999,2
0.5272127542605828,0.0,0.3170731707317073,0.3428571428571428,0.1764705882352941,2
0.5013743815283123,0.0,0.2195121951219512,0.0238095238095238,0.1617647058823529,2
0.4991753710830127,0.0,0.3658536585365853,0.0047619047619047,0.2205882352941175,2
0.4436503573391974,0.0,0.3658536585365853,0.1142857142857143,0.1911764705882352,2
0.3309510720175921,0.0,0.2682926829268293,0.580952380952381,0.1617647058823529,2
0.245739417262232,0.0500000000000113,0.3902439024390244,0.1523809523809524,0.1470588235294117,0
0.1984606926882902,0.0500000000000113,0.3414634146341463,0.8142857142857144,0.1911764705882352,1
0.0390324354040681,0.0500000000000113,0.3414634146341463,0.4142857142857143,0.1470588235294117,1
0.0164925783397471,0.0500000000000113,0.4634146341463415,0.4857142857142857,0.2352941176470588,1
0.9901044529961518,0.0500000000000113,0.2682926829268293,0.9571428571428572,0.1764705882352941,1
0.8752061572292469,0.0500000000000113,0.3414634146341463,0.1857142857142857,0.1764705882352941,1
0.8389224848818032,0.0500000000000113,0.3414634146341463,0.1476190476190476,0.1176470588235293,1
0.834524463991204,0.0500000000000113,0.4634146341463415,0.5,0.1764705882352941,2
0.7724024189114899,0.0500000000000113,0.4878048780487805,0.0142857142857142,0.1617647058823529,2
0.6943375481033536,0.0500000000000113,0.5121951219512195,0.9666666666666668,0.1470588235294117,2
0.6673996701484333,0.0500000000000113,0.2682926829268293,0.3428571428571428,0.1470588235294117,2
0.5898845519516218,0.0500000000000113,0.4390243902439024,0.1904761904761905,0.2352941176470588,2
0.5898845519516218,0.0500000000000113,0.3658536585365853,0.4904761904761905,0.1764705882352941,2
0.5459043430456295,0.0500000000000113,0.3658536585365853,0.961904761904762,0.1764705882352941,2
0.4821330401319406,0.0500000000000113,0.3658536585365853,0.0238095238095238,0.2058823529411764,2
0.4749862561847169,0.0500000000000113,0.2926829268292683,0.1142857142857143,0.1470588235294117,2
0.360087960417812,0.0500000000000113,0.2195121951219512,0.1,0.1617647058823529,2
0.3595382078064871,0.0500000000000113,0.4390243902439024,0.3761904761904762,0.1470588235294117,2
0.3424958768554151,0.1000000000000085,0.3414634146341463,0.1523809523809524,0.1617647058823529,0
0.2023089609675646,0.1000000000000085,0.4146341463414634,0.8142857142857144,0.2499999999999999,1
0.1110500274876305,0.1000000000000085,0.4634146341463415,0.4142857142857143,0.2058823529411764,1
0.0940076965365585,0.1000000000000085,0.5853658536585367,0.4857142857142857,0.2352941176470588,1
0.0478284771852666,0.1000000000000085,0.4146341463414634,0.9571428571428572,0.2205882352941175,1
0.9466739967014844,0.1000000000000085,0.2926829268292683,0.1476190476190476,0.1617647058823529,1
0.8873007146783948,0.1000000000000085,0.5365853658536586,0.5,0.2352941176470588,2
0.8757559098405718,0.1000000000000085,0.4146341463414634,0.1857142857142857,0.2058823529411764,1
0.8724573941726224,0.1000000000000085,0.6097560975609756,0.9666666666666668,0.2794117647058823,2
0.7938427707531611,0.1000000000000085,0.3902439024390244,0.3428571428571428,0.2058823529411764,2
0.7410665200659703,0.1000000000000085,0.3902439024390244,0.4904761904761905,0.2205882352941175,2
0.708631115997801,0.1000000000000085,0.5121951219512195,0.0142857142857142,0.1911764705882352,2
0.5514018691588786,0.1000000000000085,0.4146341463414634,0.961904761904762,0.1911764705882352,2
0.4986256184716877,0.1000000000000085,0.2195121951219512,0.5380952380952382,0.1029411764705882,2
0.4672897196261682,0.1000000000000085,0.2682926829268293,0.1142857142857143,0.2058823529411764,2
0.4150632215503024,0.1000000000000085,0.5853658536585367,0.3761904761904762,0.2794117647058823,2
0.3980208905992303,0.1000000000000085,0.5365853658536586,0.580952380952381,0.2647058823529412,2
0.3743815283122595,0.1000000000000085,0.2926829268292683,0.3857142857142857,0.1617647058823529,2
0.3210555250137438,0.1500000000000056,0.3414634146341463,0.1523809523809524,0.1323529411764705,0
0.1962616822429906,0.1500000000000056,0.6341463414634146,0.4857142857142857,0.2647058823529412,1
0.1781198460692688,0.1500000000000056,0.4146341463414634,0.8142857142857144,0.2205882352941175,1
0.1451346893897746,0.1500000000000056,0.5853658536585367,0.9666666666666668,0.2205882352941175,1
0.0929081913139087,0.1500000000000056,0.3658536585365853,0.1476190476190476,0.1617647058823529,1
0.085761407366685,0.1500000000000056,0.3170731707317073,0.9571428571428572,0.2058823529411764,1
0.0830126443100604,0.1500000000000056,0.4634146341463415,0.4142857142857143,0.2058823529411764,1
0.0351841671247938,0.1500000000000056,0.5121951219512195,0.1857142857142857,0.2794117647058823,1
0.9345794392523364,0.1500000000000056,0.5121951219512195,0.5,0.1617647058823529,1
0.8741066520065971,0.1500000000000056,0.3414634146341463,0.8761904761904763,0.2058823529411764,1
0.7652556349642661,0.1500000000000056,0.4146341463414634,0.4904761904761905,0.2205882352941175,2
0.7564595931830677,0.1500000000000056,0.4634146341463415,0.3428571428571428,0.2058823529411764,2
0.6267179769103903,0.1500000000000056,0.4878048780487805,0.0095238095238095,0.1764705882352941,2
0.6250687190764156,0.1500000000000056,0.4390243902439024,0.1904761904761905,0.2352941176470588,2
0.548653106102254,0.1500000000000056,0.4146341463414634,0.961904761904762,0.2058823529411764,2
0.4145134689389775,0.1500000000000056,0.2439024390243902,0.5380952380952382,0.1029411764705882,2
0.4007696536558549,0.1500000000000056,0.3170731707317073,0.1142857142857143,0.1470588235294117,2
0.3996701484332051,0.1500000000000056,0.5365853658536586,0.3761904761904762,0.2205882352941175,2
0.3859263331500824,0.2000000000000028,0.3658536585365853,0.1523809523809524,0.1323529411764705,0
0.1918636613523914,0.2000000000000028,0.4634146341463415,0.9666666666666668,0.1617647058823529,1
0.1638262781748213,0.2000000000000028,0.4146341463414634,0.8142857142857144,0.2647058823529412,1
0.1418361737218252,0.2000000000000028,0.4634146341463415,0.4857142857142857,0.2205882352941175,1
0.1346893897746014,0.2000000000000028,0.5609756097560976,0.4142857142857143,0.2941176470588235,1
0.131390874106652,0.2000000000000028,0.3414634146341463,0.1476190476190476,0.1470588235294117,1
0.1077515118196811,0.2000000000000028,0.3414634146341463,0.9571428571428572,0.2058823529411764,1
0.0500274876305662,0.2000000000000028,0.3170731707317073,0.1857142857142857,0.2058823529411764,1
0.9923034634414514,0.2000000000000028,0.3902439024390244,0.8761904761904763,0.1911764705882352,1
0.7438152831225948,0.2000000000000028,0.5121951219512195,0.5,0.1911764705882352,2
0.7223749312809236,0.2000000000000028,0.4634146341463415,0.3428571428571428,0.2352941176470588,2
0.7212754260582738,0.2000000000000028,0.4390243902439024,0.0095238095238095,0.1911764705882352,2
0.6899395272127543,0.2000000000000028,0.3658536585365853,0.1904761904761905,0.1470588235294117,2
0.6410115448048378,0.2000000000000028,0.5365853658536586,0.4904761904761905,0.2794117647058823,2
0.6195711929631667,0.2000000000000028,0.5365853658536586,0.0238095238095238,0.3088235294117646,2
0.6102253985706433,0.2000000000000028,0.3902439024390244,0.0142857142857142,0.1911764705882352,2
0.5266630016492578,0.2000000000000028,0.3902439024390244,0.961904761904762,0.1764705882352941,2
0.5239142385926333,0.2000000000000028,0.4878048780487805,0.7666666666666667,0.1764705882352941,2
0.4266080263881253,0.25,0.4146341463414634,0.1523809523809524,0.1617647058823529,0
0.2210005497526113,0.25,0.3658536585365853,0.1857142857142857,0.1617647058823529,0
0.1973611874656404,0.25,0.5609756097560976,0.4142857142857143,0.2352941176470588,1
0.1819681143485431,0.25,0.4390243902439024,0.8142857142857144,0.2647058823529412,1
0.1742715777899945,0.25,0.2926829268292683,0.1476190476190476,0.1470588235294117,1
0.1671247938427707,0.25,0.6097560975609756,0.9666666666666668,0.2058823529411764,1
0.1121495327102803,0.25,0.4634146341463415,0.8761904761904763,0.2058823529411764,1
0.0621220450797141,0.25,0.4878048780487805,0.4857142857142857,0.1470588235294117,1
0.0313358988455195,0.25,0.4146341463414634,0.9571428571428572,0.1911764705882352,1
