Club,Squad size,Average age,Foreigners,Market value,Total market value,League,Season,Category
0.1523809523809524,0.1176470588235293,0.7922077922077926,0.3414634146341463,0.113311920057102,0.2429906542056074,0.0,0.0,0
0.8142857142857144,0.1176470588235293,0.4545454545454546,0.3170731707317073,0.0711991434689507,0.0577240241891149,0.0,0.0,1
0.4857142857142857,0.2205882352941175,0.3766233766233768,0.4146341463414634,0.0544254104211277,0.0406816932380428,0.0,0.0,1
0.4142857142857143,0.1764705882352941,0.4675324675324677,0.3658536585365853,0.0485367594575303,0.9279824079164376,0.0,0.0,1
0.1476190476190476,0.1911764705882352,0.3506493506493506,0.3658536585365853,0.0438972162740899,0.8894997251236944,0.0,0.0,1
0.1857142857142857,0.2205882352941175,0.2337662337662336,0.3414634146341463,0.0399714489650249,0.8669598680593733,0.0,0.0,2
0.5,0.1617647058823529,0.5324675324675328,0.4878048780487805,0.0419343326195574,0.8295766904892798,0.0,0.0,1
0.9571428571428572,0.1911764705882352,0.5584415584415585,0.3170731707317073,0.0378301213418986,0.8092358438702584,0.0,0.0,2
0.9666666666666668,0.1764705882352941,0.7532467532467533,0.5365853658536586,0.0342612419700214,0.7394172622319957,0.0,0.0,2
0.0142857142857142,0.1764705882352941,0.4545454545454546,0.3902439024390244,0.0290863668807994,0.6608026388125344,0.0,0.0,2
0.1904761904761905,0.2058823529411764,0.6883116883116887,0.5121951219512195,0.0262312633832976,0.6305662451896646,0.0,0.0,2
0.4904761904761905,0.1911764705882352,0.506493506493507,0.3170731707317073,0.024446823697359,0.5865860362836723,0.0,0.0,2
0.0095238095238095,0.2499999999999999,0.6233766233766236,0.3902439024390244,0.0210563882940756,0.5695437053326003,0.0,0.0,2
0.3428571428571428,0.1764705882352941,0.5844155844155843,0.3170731707317073,0.0223054960742326,0.5272127542605828,0.0,0.0,2
0.0238095238095238,0.1617647058823529,0.5584415584415585,0.2195121951219512,0.0217701641684511,0.5013743815283123,0.0,0.0,2
0.0047619047619047,0.2205882352941175,0.6363636363636367,0.3658536585365853,0.0190935046395431,0.4991753710830127,0.0,0.0,2
0.1142857142857143,0.1911764705882352,0.5974025974025978,0.3658536585365853,0.0,0.4436503573391974,0.0,0.0,2
0.580952380952381,0.1617647058823529,0.7662337662337664,0.2682926829268293,0.0,0.3309510720175921,0.0,0.0,2
0.1523809523809524,0.1470588235294117,0.6233766233766236,0.3902439024390244,0.1074232690935046,0.245739417262232,0.0,0.0500000000000113,0
0.8142857142857144,0.1911764705882352,0.4155844155844153,0.3414634146341463,0.0851177730192719,0.1984606926882902,0.0,0.0500000000000113,1
0.4142857142857143,0.1470588235294117,0.3896103896103895,0.3414634146341463,0.0633476088508208,0.0390324354040681,0.0,0.0500000000000113,1
0.4857142857142857,0.2352941176470588,0.4155844155844153,0.4634146341463415,0.0504996431120628,0.0164925783397471,0.0,0.0500000000000113,1
0.9571428571428572,0.1764705882352941,0.4675324675324677,0.2682926829268293,0.05406852248394,0.9901044529961518,0.0,0.0500000000000113,1
0.1857142857142857,0.1764705882352941,0.2987012987012987,0.3414634146341463,0.0444325481798715,0.8752061572292469,0.0,0.0500000000000113,1
0.1476190476190476,0.1176470588235293,0.4415584415584419,0.3414634146341463,0.0472876516773733,0.8389224848818032,0.0,0.0500000000000113,1
0.5,0.1764705882352941,0.506493506493507,0.4634146341463415,0.0408636688079942,0.834524463991204,0.0,0.0500000000000113,2
0.0142857142857142,0.1617647058823529,0.4935064935064934,0.4878048780487805,0.0376516773733047,0.7724024189114899,0.0,0.0500000000000113,2
0.9666666666666668,0.1470588235294117,0.6753246753246751,0.5121951219512195,0.0331905781584582,0.6943375481033536,0.0,0.0500000000000113,2
0.3428571428571428,0.1470588235294117,0.506493506493507,0.2682926829268293,0.0315845824411134,0.6673996701484333,0.0,0.0500000000000113,2
0.1904761904761905,0.2352941176470588,0.3766233766233768,0.4390243902439024,0.0226623840114204,0.5898845519516218,0.0,0.0500000000000113,2
0.4904761904761905,0.1764705882352941,0.5584415584415585,0.3658536585365853,0.0255174875089221,0.5898845519516218,0.0,0.0500000000000113,2
0.961904761904762,0.1764705882352941,0.7142857142857144,0.3658536585365853,0.0228408279800142,0.5459043430456295,0.0,0.0500000000000113,2
0.0238095238095238,0.2058823529411764,0.506493506493507,0.3658536585365853,0.0189150606709493,0.4821330401319406,0.0,0.0500000000000113,2
0.1142857142857143,0.1470588235294117,0.6233766233766236,0.2926829268292683,0.0212348322626695,0.4749862561847169,0.0,0.0500000000000113,2
0.1,0.1617647058823529,0.5194805194805197,0.2195121951219512,0.0,0.360087960417812,0.0,0.0500000000000113,2
0.3761904761904762,0.1470588235294117,0.6233766233766236,0.4390243902439024,0.0,0.3595382078064871,0.0,0.0500000000000113,2
0.1523809523809524,0.1617647058823529,0.5324675324675328,0.3414634146341463,0.1434689507494646,0.3424958768554151,0.0,0.1000000000000085,0
0.8142857142857144,0.2499999999999999,0.3246753246753244,0.4146341463414634,0.0769093504639543,0.2023089609675646,0.0,0.1000000000000085,1
0.4142857142857143,0.2058823529411764,0.5584415584415585,0.4634146341463415,0.0660242683797287,0.1110500274876305,0.0,0.1000000000000085,1
0.4857142857142857,0.2352941176470588,0.3116883116883118,0.5853658536585367,0.0597787294789436,0.0940076965365585,0.0,0.1000000000000085,1
0.9571428571428572,0.2205882352941175,0.4155844155844153,0.4146341463414634,0.0554960742326909,0.0478284771852666,0.0,0.1000000000000085,1
0.1476190476190476,0.1617647058823529,0.3246753246753244,0.2926829268292683,0.0517487508922198,0.9466739967014844,0.0,0.1000000000000085,1
0.5,0.2352941176470588,0.3506493506493506,0.5365853658536586,0.0401498929336188,0.8873007146783948,0.0,0.1000000000000085,2
0.1857142857142857,0.2058823529411764,0.4935064935064934,0.4146341463414634,0.0419343326195574,0.8757559098405718,0.0,0.1000000000000085,1
0.9666666666666668,0.2794117647058823,0.506493506493507,0.6097560975609756,0.0362241256245538,0.8724573941726224,0.0,0.1000000000000085,2
0.3428571428571428,0.2058823529411764,0.4415584415584419,0.3902439024390244,0.0355103497501784,0.7938427707531611,0.0,0.1000000000000085,2
0.4904761904761905,0.2205882352941175,0.7142857142857144,0.3902439024390244,0.0314061384725196,0.7410665200659703,0.0,0.1000000000000085,2
0.0142857142857142,0.1911764705882352,0.5324675324675328,0.5121951219512195,0.0310492505353319,0.708631115997801,0.0,0.1000000000000085,2
0.961904761904762,0.1911764705882352,0.5454545454545454,0.4146341463414634,0.0226623840114204,0.5514018691588786,0.0,0.1000000000000085,2
0.5380952380952382,0.1029411764705882,0.506493506493507,0.2195121951219512,0.0246252676659528,0.4986256184716877,0.0,0.1000000000000085,2
0.1142857142857143,0.2058823529411764,0.5974025974025978,0.2682926829268293,0.0183797287651677,0.4672897196261682,0.0,0.1000000000000085,2
0.3761904761904762,0.2794117647058823,0.5714285714285716,0.5853658536585367,0.0,0.4150632215503024,0.0,0.1000000000000085,2
0.580952380952381,0.2647058823529412,0.5974025974025978,0.5365853658536586,0.0,0.3980208905992303,0.0,0.1000000000000085,2
0.3857142857142857,0.1617647058823529,0.6233766233766236,0.2926829268292683,0.0,0.3743815283122595,0.0,0.1000000000000085,2
